empresa,sindicato,tipo,categoria,estado,endereço,bairro,cep,Cidade,email
Empresa 131,Empresa 131,Trabalhador,Categoria 131,*Minas Gerais*: Poço Fundo.,Endereço 131,centro,37.757-000,Poço Fundo/MG,131email@emailfalso.com
Empresa 132,Empresa 132,Trabalhador,Categoria 132,*Sergipe*: Carira.,Endereço 132,CENTRO,49.550-000,Carira/SE,132email@emailfalso.com
Empresa 133,Empresa 133,Trabalhador,Categoria 133,*Ceará*: Apuiarés.,Endereço 133,Centro,62.630-000,Apuiarés/CE,133email@emailfalso.com
Empresa 134,Empresa 134,Trabalhador,Categoria 134,*Mato Grosso do Sul*.,Endereço 134,Vila Glória,79.004-410,Campo Grande/MS,134email@emailfalso.com
Empresa 135,Empresa 135,Trabalhador,Categoria 135,*Minas Gerais*: Serrania.,Endereço 135,Centro,37.136-000,Serrania/MG,135email@emailfalso.com
Empresa 136,Empresa 136,Trabalhador,Categoria 136,"*Minas Gerais*: Descoberto, Guarani, Rio Novo, Rochedo de Minas e São João Nepomuceno.",Endereço 136,Centro,36.680-000,São João Nepomuceno/MG,136email@emailfalso.com
Empresa 137,Empresa 137,Trabalhador,Categoria 137,*Santa Catarina*: Lauro Müller.,Endereço 137,Centro,88.880-000,Lauro Müller/SC,137email@emailfalso.com
Empresa 138,Empresa 138,Trabalhador,Categoria 138,*Bahia*: Dias d'Ávila.,Endereço 138,CENTRO,42.850-000,Dias D`Ávila/BA,138email@emailfalso.com
Empresa 139,Empresa 139,Trabalhador,Categoria 139,*Ceará*: Chorozinho.,Endereço 139,Cidade NOva,62.875-000,Chorozinho/CE,139email@emailfalso.com
Empresa 140,Empresa 140,Trabalhador,Categoria 140,*Pernambuco*: Camocim de São Félix.,Endereço 140,CENTRO,55.665-000,Camocim de São Félix/PE,140email@emailfalso.com
Empresa 141,Empresa 141,Trabalhador,Categoria 141,*Paraíba*: Conde.,Endereço 141,centro,58.322-000,Conde/PB,141email@emailfalso.com
Empresa 142,Empresa 142,Trabalhador,Categoria 142,*Pará*.,Endereço 142,Castanheira,66.645-435,Belém/PA,142email@emailfalso.com
Empresa 143,Empresa 143,Trabalhador,Categoria 143,*Espírito Santo*: Itaguaçu.,Endereço 143,CENTRO,29.690-000,Itaguaçu/ES,143email@emailfalso.com
Empresa 144,Empresa 144,Trabalhador,Categoria 144,"*Bahia*: Abaíra, Abaré, Acajutiba, Adustina, Água Fria, Aiquara, Alagoinhas, Alcobaça, Almadina, Amargosa, Amélia Rodrigues, América Dourada, Anagé, Andaraí, Andorinha, Angical, Anguera, Antas, Antônio Cardoso, Antônio Gonçalves, Aporá, Apuarema, Araçás, Aracatu, Araci, Aramari, Arataca, Aratuípe, Aurelino Leal, Baianópolis, Baixa Grande, Banzaê, Barra, Barra da Estiva, Barra do Choça, Barra do Mendes, Barra do Rocha, Barro Alto, Barro Preto, Barrocas, Belmonte, Belo Campo, Biritinga, Boa Nova, Boa Vista do Tupim, Bom Jesus da Lapa, Bom Jesus da Serra, Boninal, Bonito, Boquira, Botuporã, Brejões, Brejolândia, Brotas de Macaúbas, Brumado, Buerarema, Buritirama, Caatiba, Cabaceiras do Paraguaçu, Cachoeira, Caculé, Caém, Caetanos, Caetité, Cafarnaum, Cairu, Caldeirão Grande, Camacan, Camaçari, Camamu, Campo Alegre de Lourdes, Campo Formoso, Canápolis, Canarana, Canavieiras, Candeal, Candeias, Candiba, Cândido Sales, Cansanção, Canudos, Capela do Alto Alegre, Capim Grosso, Caraíbas, Caravelas, Cardeal da Silva, Carinhanha, Casa Nova, Castro Alves, Catolândia, Catu, Caturama, Central, Chorrochó, Cícero Dantas, Cipó, Coaraci, Cocos, Conceição da Feira, Conceição do Almeida, Conceição do Coité, Conceição do Jacuípe, Conde, Condeúba, Contendas do Sincorá, Coração de Maria, Cordeiros, Coribe, Coronel João Sá, Cotegipe, Cravolândia, Crisópolis, Cristópolis, Cruz das Almas, Curaçá, Dário Meira, Dias d'Ávila, Dom Basílio, Dom Macedo Costa, Elísio Medrado, Encruzilhada, Entre Rios, Érico Cardoso, Esplanada, Euclides da Cunha, Eunápolis, Fátima, Feira da Mata, Feira de Santana, Filadélfia, Firmino Alves, Floresta Azul, Formosa do Rio Preto, Gandu, Gavião, Gentio do Ouro, Glória, Gongogi, Governador Mangabeira, Guajeru, Guanambi, Guaratinga, Heliópolis, Iaçu, Ibiassucê, Ibicaraí, Ibicoara, Ibicuí, Ibipeba, Ibipitanga, Ibiquera, Ibirapitanga, Ibirapuã, Ibirataia, Ibitiara, Ibititá, Ibotirama, Ichu, Igaporã, Igrapiúna, Iguaí, Ilhéus, Inhambupe, Ipecaetá, Ipiaú, Ipirá, Ipupiara, Irajuba, Iramaia, Iraquara, Irará, Irecê, Itabela, Itaberaba, Itabuna, Itacaré, Itaeté, Itagi, Itagibá, Itagimirim, Itaguaçu da Bahia, Itaju do Colônia, Itajuípe, Itamaraju, Itamari, Itambé, Itanagra, Itanhém, Itaparica, Itapé, Itapebi, Itapetinga, Itapicuru, Itapitanga, Itaquara, Itarantim, Itatim, Itiruçu, Itiúba, Itororó, Ituaçu, Ituberá, Iuiu, Jaborandi, Jacaraci, Jacobina, Jaguaquara, Jaguarari, Jaguaripe, Jandaíra, Jequié, Jeremoabo, Jiquiriçá, Jitaúna, João Dourado, Juazeiro, Jucuruçu, Jussara, Jussari, Jussiape, Lafaiete Coutinho, Lagoa Real, Laje, Lajedão, Lajedinho, Lajedo do Tabocal, Lamarão, Lapão, Lauro de Freitas, Lençóis, Licínio de Almeida, Livramento de Nossa Senhora, Luís Eduardo Magalhães, Macajuba, Macarani, Macaúbas, Macururé, Madre de Deus, Maetinga, Maiquinique, Mairi, Malhada, Malhada de Pedras, Manoel Vitorino, Mansidão, Maracás, Maragogipe, Maraú, Marcionílio Souza, Mascote, Mata de São João, Matina, Medeiros Neto, Miguel Calmon, Milagres, Mirangaba, Mirante, Monte Santo, Morpará, Morro do Chapéu, Mortugaba, Mucugê, Mucuri, Mulungu do Morro, Mundo Novo, Muniz Ferreira, Muquém do São Francisco, Muritiba, Mutuípe, Nazaré, Nilo Peçanha, Nordestina, Nova Canaã, Nova Fátima, Nova Ibiá, Nova Itarana, Nova Redenção, Nova Soure, Nova Viçosa, Novo Horizonte, Novo Triunfo, Olindina, Oliveira dos Brejinhos, Ouriçangas, Ourolândia, Palmas de Monte Alto, Palmeiras, Paramirim, Paratinga, Paripiranga, Pau Brasil, Paulo Afonso, Pé de Serra, Pedrão, Pedro Alexandre, Piatã, Pilão Arcado, Pindaí, Pindobaçu, Pintadas, Piraí do Norte, Piripá, Piritiba, Planaltino, Planalto, Poções, Pojuca, Ponto Novo, Porto Seguro, Potiraguá, Prado, Presidente Dutra, Presidente Jânio Quadros, Presidente Tancredo Neves, Queimadas, Quijingue, Quixabeira, Rafael Jambeiro, Remanso, Retirolândia, Riachão das Neves, Riachão do Jacuípe, Riacho de Santana, Ribeira do Amparo, Ribeira do Pombal, Ribeirão do Largo, Rio de Contas, Rio do Antônio, Rio do Pires, Rio Real, Rodelas, Ruy Barbosa, Salinas da Margarida, Salvador, Santa Bárbara, Santa Brígida, Santa Cruz Cabrália, Santa Cruz da Vitória, Santa Inês, Santa Luzia, Santa Maria da Vitória, Santa Rita de Cássia, Santa Terezinha, Santaluz, Santana, Santanópolis, Santo Amaro, Santo Antônio de Jesus, Santo Estêvão, São Desidério, São Domingos, São Felipe, São Félix, São Félix do Coribe, São Francisco do Conde, São Gabriel, São Gonçalo dos Campos, São José da Vitória, São José do Jacuípe, São Miguel das Matas, São Sebastião do Passé, Sapeaçu, Sátiro Dias, Saubara, Saúde, Seabra, Sebastião Laranjeiras, Senhor do Bonfim, Sento Sé, Serra do Ramalho, Serra Dourada, Serra Preta, Serrinha, Serrolândia, Simões Filho, Sítio do Mato, Sítio do Quinto, Sobradinho, Souto Soares, Tabocas do Brejo Velho, Tanhaçu, Tanque Novo, Tanquinho, Taperoá, Tapiramutá, Teixeira de Freitas, Teodoro Sampaio, Teofilândia, Teolândia, Terra Nova, Tremedal, Tucano, Uauá, Ubaíra, Ubaitaba, Ubatã, Uibaí, Umburanas, Una, Urandi, Uruçuca, Utinga, Valença, Valente, Várzea da Roça, Várzea do Poço, Várzea Nova, Varzedo, Vera Cruz, Vereda, Vitória da Conquista, Wagner, Wanderley, Wenceslau Guimarães e Xique-Xique.",Endereço 144,Nazaré,40.040-465,Salvador/BA,144email@emailfalso.com
Empresa 145,Empresa 145,Trabalhador,Categoria 145,*São Paulo*: Cosmópolis.,Endereço 145,centro,13.150-000,Cosmópolis/SP,145email@emailfalso.com
Empresa 146,Empresa 146,Trabalhador,Categoria 146,*Mato Grosso do Sul*.,Endereço 146,Amambaí,79.008-100,Campo Grande/MS,146email@emailfalso.com
Empresa 147,Empresa 147,Trabalhador,Categoria 147,"*Santa Catarina*: Abelardo Luz, Águas de Chapecó, Águas Frias, Bom Jesus, Caibi, Caxambu do Sul, Chapecó, Cordilheira Alta, Coronel Freitas, Coronel Martins, Cunha Porã, Cunhataí, Entre Rios, Faxinal dos Guedes, Flor do Sertão, Formosa do Sul, Galvão, Guatambú, Ipuaçu, Iraceminha, Irati, Jardinópolis, Jupiá, Lajeado Grande, Maravilha, Marema, Modelo, Nova Erechim, Nova Itaberaba, Novo Horizonte, Ouro Verde, Palmitos, Passos Maia, Pinhalzinho, Planalto Alegre, Ponte Serrada, Quilombo, São Carlos, São Domingos, São Miguel da Boa Vista, Saudades, Serra Alta, Sul Brasil, Tigrinhos, União do Oeste, Vargeão, Xanxerê e Xaxim.",Endereço 147,Centro,89.801-040,Chapecó/SC,147email@emailfalso.com
Empresa 148,Empresa 148,Trabalhador,Categoria 148,*São Paulo*: Dobrada.,Endereço 148,Nova Dobrada,15.980-000,Dobrada/SP,148email@emailfalso.com
Empresa 149,Empresa 149,Trabalhador,Categoria 149,*Paraná*: Lindoeste.,Endereço 149,centro,85.826-000,Lindoeste/PR,149email@emailfalso.com
Empresa 150,Empresa 150,Trabalhador,Categoria 150,*Pernambuco*: Feira Nova.,Endereço 150,centro,55.715-000,Feira Nova/PE,150email@emailfalso.com
Empresa 151,Empresa 151,Trabalhador,Categoria 151,*Bahia*: Muritiba.,Endereço 151,Centro,44.340-000,Muritiba/BA,151email@emailfalso.com
Empresa 152,Empresa 152,Trabalhador,Categoria 152,*Mato Grosso*: Campo Novo do Parecis.,Endereço 152,Centro,78.360-000,Campo Novo do Parecis/MT,152email@emailfalso.com
Empresa 153,Empresa 153,Trabalhador,Categoria 153,*Minas Gerais*: Claro dos Poções.,Endereço 153,CENTRO,39.380-000,Claro dos Poções/MG,153email@emailfalso.com
Empresa 154,Empresa 154,Trabalhador,Categoria 154,*São Paulo*: Salto de Pirapora.,Endereço 154,Campo Largo,18.160-000,Salto de Pirapora/SP,154email@emailfalso.com
Empresa 155,Empresa 155,Trabalhador,Categoria 155,*Rio Grande do Sul*.,Endereço 155,Centro,90.020-007,Porto Alegre/RS,155email@emailfalso.com
Empresa 156,Empresa 156,Trabalhador,Categoria 156,*Goiás*.,Endereço 156,Aeroviário,74.435-250,Goiânia/GO,156email@emailfalso.com
Empresa 157,Empresa 157,Trabalhador,Categoria 157,*São Paulo*: Quatá.,Endereço 157,centro,19.780-000,Quatá/SP,157email@emailfalso.com
Empresa 158,Empresa 158,Trabalhador,Categoria 158,*São Paulo*: Santa Cruz do Rio Pardo.,Endereço 158,Estação,18.900-000,Santa Cruz do Rio Pardo/SP,158email@emailfalso.com
Empresa 159,Empresa 159,Trabalhador,Categoria 159,*São Paulo*: Iracemápolis.,Endereço 159,Centro,13.495-000,Iracemápolis/SP,159email@emailfalso.com
Empresa 160,Empresa 160,Trabalhador,Categoria 160,*São Paulo*.,Endereço 160,Belenzinho,03.059-040,São Paulo/SP,160email@emailfalso.com
Empresa 161,Empresa 161,Trabalhador,Categoria 161,*Rio Grande do Sul*.,Endereço 161,Centro,90.020-022,Porto Alegre/RS,161email@emailfalso.com
Empresa 162,Empresa 162,Trabalhador,Categoria 162,*Rio Grande do Sul*.,Endereço 162,Floresta,90.035-030,Porto Alegre/RS,162email@emailfalso.com
Empresa 163,Empresa 163,Trabalhador,Categoria 163,*Rio Grande do Sul*: Porto Alegre.,Endereço 163,Centro Histórico,90.010-460,Porto Alegre/RS,163email@emailfalso.com
Empresa 164,Empresa 164,Trabalhador,Categoria 164,*Rio Grande do Sul*.,Endereço 164,Centro,98.801-630,Santo Ângelo/RS,164email@emailfalso.com
Empresa 165,Empresa 165,Trabalhador,Categoria 165,*Rio Grande do Sul*.,Endereço 165,Navegantes,90.230-100,Porto Alegre/RS,165email@emailfalso.com
Empresa 166,Empresa 166,Trabalhador,Categoria 166,*Rio Grande do Sul*.,Endereço 166,Centro,90.020-007,Porto Alegre/RS,166email@emailfalso.com
Empresa 167,Empresa 167,Trabalhador,Categoria 167,*Rio Grande do Sul*.,Endereço 167,Centro Histórico,90.020-005,Porto Alegre/RS,167email@emailfalso.com
Empresa 168,Empresa 168,Trabalhador,Categoria 168,*Rio Grande do Sul*.,Endereço 168,Azenha,90.160-093,Porto Alegre/RS,168email@emailfalso.com
Empresa 169,Empresa 169,Trabalhador,Categoria 169,*Rio Grande do Sul*.,Endereço 169,Centro,90.010-140,Porto Alegre/RS,169email@emailfalso.com
Empresa 170,Empresa 170,Trabalhador,Categoria 170,*Rio Grande do Sul*.,Endereço 170,Centro Histórico,90.020-123,Porto Alegre/RS,170email@emailfalso.com
Empresa 171,Empresa 171,Trabalhador,Categoria 171,*Rio Grande do Sul*: Uruguaiana.,Endereço 171,Centro,97.500-180,Uruguaiana/RS,171email@emailfalso.com
Empresa 172,Empresa 172,Trabalhador,Categoria 172,*Rio Grande do Sul*.,Endereço 172,Azenha,90.050-110,Porto Alegre/RS,172email@emailfalso.com
Empresa 173,Empresa 173,Trabalhador,Categoria 173,*Rio Grande do Sul*.,Endereço 173,Centro,90.020-008,Porto Alegre/RS,173email@emailfalso.com
Empresa 174,Empresa 174,Trabalhador,Categoria 174,*Rio Grande do Sul*: Torres.,Endereço 174,Centro,95.560-000,Torres/RS,174email@emailfalso.com
Empresa 175,Empresa 175,Trabalhador,Categoria 175,*Rio Grande do Sul*: Sant'Ana do Livramento.,Endereço 175,Centro,97.573-470,Santana do Livramento/RS,175email@emailfalso.com
Empresa 176,Empresa 176,Trabalhador,Categoria 176,*Rio Grande do Sul*: São Lourenço do Sul.,Endereço 176,Centro,96.170-000,São Lourenço do Sul/RS,176email@emailfalso.com
Empresa 177,Empresa 177,Trabalhador,Categoria 177,*Rio Grande do Sul*: Porto Alegre.,Endereço 177,Centro Histórico,90.010-300,Porto Alegre/RS,177email@emailfalso.com
Empresa 178,Empresa 178,Trabalhador,Categoria 178,*Rio Grande do Sul*: Osório.,Endereço 178,Centro,95.520-000,Osório/RS,178email@emailfalso.com
Empresa 179,Empresa 179,Trabalhador,Categoria 179,*Rio Grande do Sul*.,Endereço 179,Centro,90.020-123,Porto Alegre/RS,179email@emailfalso.com
Empresa 180,Empresa 180,Trabalhador,Categoria 180,*Paraná*: Primeiro de Maio.,Endereço 180,Popular Velha,86.140-000,Primeiro de Maio/PR,180email@emailfalso.com
Empresa 181,Empresa 181,Trabalhador,Categoria 181,*Espírito Santo*: Anchieta.,Endereço 181,Oliveira,29.230-000,Anchieta/ES,181email@emailfalso.com
Empresa 182,Empresa 182,Trabalhador,Categoria 182,*Mato Grosso*: Porto Esperidião.,Endereço 182,PQ MARIA DA CONCEIÇÃ,78.240-000,Porto Esperidião/MT,182email@emailfalso.com
Empresa 183,Empresa 183,Trabalhador,Categoria 183,*Rio Grande do Sul*: Sinimbu.,Endereço 183,Centro,96.890-000,Sinimbu/RS,183email@emailfalso.com
Empresa 184,Empresa 184,Trabalhador,Categoria 184,*Sergipe*.,Endereço 184,Siqueira Campos,49.075-540,Aracaju/SE,184email@emailfalso.com
Empresa 185,Empresa 185,Trabalhador,Categoria 185,*Amapá*: Santana.,Endereço 185,Paraíso,68.925-000,Santana/AP,185email@emailfalso.com
Empresa 186,Empresa 186,Trabalhador,Categoria 186,*São Paulo*: Jundiaí.,Endereço 186,Vila Rafael de Oliveira,13.201-100,Jundiaí/SP,186email@emailfalso.com
Empresa 187,Empresa 187,Trabalhador,Categoria 187,*Roraima*.,Endereço 187,Centro,69.301-120,Boa Vista/RR,187email@emailfalso.com
Empresa 188,Empresa 188,Trabalhador,Categoria 188,*Pará*.,Endereço 188,Umarizal,66.050-240,Belém/PA,188email@emailfalso.com
Empresa 189,Empresa 189,Trabalhador,Categoria 189,*Pernambuco*: Paulista.,Endereço 189,Centro,53.401-500,Paulista/PE,189email@emailfalso.com
Empresa 190,Empresa 190,Trabalhador,Categoria 190,*Ceará*.,Endereço 190,Benfica,60.020-180,Fortaleza/CE,190email@emailfalso.com
Empresa 191,Empresa 191,Trabalhador,Categoria 191,*Rio Grande do Sul*: Arvorezinha.,Endereço 191,,95.995-000,Arvorezinha/RS,191email@emailfalso.com
Empresa 192,Empresa 192,Trabalhador,Categoria 192,*Minas Gerais*.,Endereço 192,Centro,30.130-003,Belo Horizonte/MG,192email@emailfalso.com
Empresa 193,Empresa 193,Trabalhador,Categoria 193,*Pernambuco*: Abreu e Lima.,Endereço 193,Alto São Miguel,53.565-250,Abreu e Lima/PE,193email@emailfalso.com
Empresa 194,Empresa 194,Trabalhador,Categoria 194,*São Paulo*: Piracicaba.,Endereço 194,Alto,13.419-030,Piracicaba/SP,194email@emailfalso.com
Empresa 195,Empresa 195,Trabalhador,Categoria 195,*Minas Gerais*: Lavras.,Endereço 195,CENTRO,37.200-000,Lavras/MG,195email@emailfalso.com
Empresa 196,Empresa 196,Trabalhador,Categoria 196,*Rio Grande do Sul*: Independência.,Endereço 196,Centro,98.915-000,Independência/RS,196email@emailfalso.com
Empresa 197,Empresa 197,Trabalhador,Categoria 197,*Maranhão*.,Endereço 197,Vinhais,65.070-380,São Luís/MA,197email@emailfalso.com
Empresa 198,Empresa 198,Trabalhador,Categoria 198,*Paraíba*.,Endereço 198,Estrada de Cabedelo,58.310-000,Cabedelo/PB,198email@emailfalso.com
Empresa 199,Empresa 199,Trabalhador,Categoria 199,*Paraná*.,Endereço 199,Centro,80.010-200,Curitiba/PR,199email@emailfalso.com
Empresa 200,Empresa 200,Trabalhador,Categoria 200,"*Rondônia*: Alta Floresta D'Oeste, Alto Alegre dos Parecis, Alto Paraíso, Alvorada D'Oeste, Ariquemes, Buritis, Cabixi, Cacaulândia, Cacoal, Campo Novo de Rondônia, Castanheiras, Cerejeiras, Chupinguaia, Colorado do Oeste, Corumbiara, Costa Marques, Cujubim, Espigão D'Oeste, Governador Jorge Teixeira, Guajará-Mirim, Itapuã do Oeste, Jaru, Ji-Paraná, Machadinho D'Oeste, Ministro Andreazza, Mirante da Serra, Monte Negro, Nova Brasilândia D'Oeste, Nova Mamoré, Nova União, Novo Horizonte do Oeste, Ouro Preto do Oeste, Parecis, Pimenta Bueno, Pimenteiras do Oeste, Porto Velho, Presidente Médici, Primavera de Rondônia, Rio Crespo, Rolim de Moura, Santa Luzia D'Oeste, São Felipe D'Oeste, São Francisco do Guaporé, São Miguel do Guaporé, Seringueiras, Teixeirópolis, Theobroma, Urupá, Vale do Anari, Vale do Paraíso e Vilhena.",Endereço 200,Centro,76.801-105,Porto Velho/RO,200email@emailfalso.com
Empresa 201,Empresa 201,Trabalhador,Categoria 201,*Goiás*.,Endereço 201,Expansul,74.986-310,Aparecida de Goiânia/GO,201email@emailfalso.com
Empresa 202,Empresa 202,Trabalhador,Categoria 202,*Maranhão*: Alcântara.,Endereço 202,centro,65.250-000,Alcântara/MA,202email@emailfalso.com
Empresa 203,Empresa 203,Trabalhador,Categoria 203,*Paraná*: Palmas.,Endereço 203,Santuário,85.555-000,Palmas/PR,203email@emailfalso.com
Empresa 204,Empresa 204,Trabalhador,Categoria 204,*Sergipe*.,Endereço 204,Ponto Novo,49.097-670,Aracaju/SE,204email@emailfalso.com
Empresa 205,Empresa 205,Trabalhador,Categoria 205,*Piauí*: Teresina.,Endereço 205,Centro,64.000-240,Teresina/PI,205email@emailfalso.com
Empresa 206,Empresa 206,Trabalhador,Categoria 206,*Espírito Santo*: Itapemirim.,Endereço 206,Serra mar,29.330-000,Itapemirim/ES,206email@emailfalso.com
Empresa 207,Empresa 207,Trabalhador,Categoria 207,*Ceará*: Missão Velha.,Endereço 207,CENTRO,63.200-000,Missão Velha/CE,207email@emailfalso.com
Empresa 208,Empresa 208,Trabalhador,Categoria 208,*Minas Gerais*.,Endereço 208,Centro,36.060-010,Juiz de Fora/MG,208email@emailfalso.com
Empresa 209,Empresa 209,Trabalhador,Categoria 209,*Santa Catarina*: Tijucas.,Endereço 209,Centro,88.200-000,Tijucas/SC,209email@emailfalso.com
Empresa 210,Empresa 210,Trabalhador,Categoria 210,,Endereço 210,,,Brasília/DF,210email@emailfalso.com
Empresa 211,Empresa 211,Trabalhador,Categoria 211,*Alagoas*.,Endereço 211,Poço,57.025-340,Maceió/AL,211email@emailfalso.com
Empresa 212,Empresa 212,Trabalhador,Categoria 212,*Espírito Santo*: Marechal Floriano.,Endereço 212,CENTRO,29.255-000,Marechal Floriano/ES,212email@emailfalso.com
Empresa 213,Empresa 213,Trabalhador,Categoria 213,"*Paraná*: Capanema, Pérola d'Oeste e Planalto.",Endereço 213,CENTRO,85.750-000,Planalto/PR,213email@emailfalso.com
Empresa 214,Empresa 214,Trabalhador,Categoria 214,*Ceará*: Jaguaruana.,Endereço 214,,62.823-000,Jaguaruana/CE,214email@emailfalso.com
Empresa 215,Empresa 215,Trabalhador,Categoria 215,*São Paulo*: Agudos.,Endereço 215,Centro,17.120-000,Agudos/SP,215email@emailfalso.com
Empresa 216,Empresa 216,Trabalhador,Categoria 216,*Minas Gerais*: Boa Esperança.,Endereço 216,CENTRO,37.170-000,Boa Esperança/MG,216email@emailfalso.com
Empresa 217,Empresa 217,Trabalhador,Categoria 217,*Minas Gerais*.,Endereço 217,Califórnia,30.855-450,Belo Horizonte/MG,217email@emailfalso.com
Empresa 218,Empresa 218,Trabalhador,Categoria 218,*Paraná*: Cornélio Procópio.,Endereço 218,centro,86.300-000,Cornélio Procópio/PR,218email@emailfalso.com
Empresa 219,Empresa 219,Trabalhador,Categoria 219,*Rondônia*: Espigão D'Oeste.,Endereço 219,Vista Alegre,76.974-000,Espigão do Oeste/RO,219email@emailfalso.com
Empresa 220,Empresa 220,Trabalhador,Categoria 220,"*Maranhão*: Amapá do Maranhão, Araguanã, Boa Vista do Gurupi, Cândido Mendes, Carutapera, Centro do Guilherme, Centro Novo do Maranhão, Godofredo Viana, Governador Newton Bello, Governador Nunes Freire, Junco do Maranhão, Luís Domingues, Maracaçumé, Maranhãozinho, Nova Olinda do Maranhão, Presidente Médici, Santa Luzia do Paruá e Zé Doca.",Endereço 220,Vila Gusmão,65.365-000,Zé Doca/MA,220email@emailfalso.com
Empresa 221,Empresa 221,Trabalhador,Categoria 221,*Mato Grosso*.,Endereço 221,Morada do Ouro - Setor Norte,78.053-505,Cuiabá/MT,221email@emailfalso.com
Empresa 222,Empresa 222,Trabalhador,Categoria 222,*Piauí*.,Endereço 222,Centro,64.000-360,Teresina/PI,222email@emailfalso.com
Empresa 223,Empresa 223,Trabalhador,Categoria 223,*Paraná*: São Jorge d'Oeste.,Endereço 223,CENTRO,85.575-000,São Jorge D`Oeste/PR,223email@emailfalso.com
Empresa 224,Empresa 224,Trabalhador,Categoria 224,*Bahia*: Poções.,Endereço 224,Santa Felicidade,45.260-000,Poções/BA,224email@emailfalso.com
